X1,UserName,DateTime,ShinyApp
"1","nick.dawe",2018-07-18 14:10:37,"OPEXAudit"
"1",1531887181.16473
"1","nick.dawe",2018-07-23 22:19:06,"OPEXAudit"
"1","nick.dawe",2018-07-27 18:08:40,"OPEXAudit"
"1","nick.dawe",2018-08-24 15:21:59,"OPEXAudit"
"1","nick.dawe",2018-08-27 13:55:42,"OPEXAudit"
"1","nick.dawe",2018-08-28 22:59:09,"OPEXAudit"
"1","nick.dawe",2018-08-28 23:26:02,"OPEXAudit"
"1",1535470004.08734
"1",1535470011.05958
"1","nick.dawe",2018-08-31 17:14:38,"OPEXAudit"
"1","nick.dawe",2018-09-03 13:43:49,"OPEXAudit"
"1","nick.dawe",2018-09-03 13:49:31,"OPEXAudit"
"1",1535953782.55933
"1","nick.dawe",2018-09-12 12:13:21,"OPEXAudit"
"1","nick.dawe",2018-09-14 09:16:45,"OPEXAudit"
"1","nick.dawe",2018-10-09 11:57:12,"OPEXAudit"
"1","nick.dawe",2018-11-21 10:24:31,"OPEXAudit"
"1","nick.dawe",2018-11-21 10:26:46,"OPEXAudit"
"1",1542767238.02537
"1","nick.dawe",2018-11-23 07:09:34,"OPEXAudit"
"1","nick.dawe",2019-02-04 13:38:35,"OPEXAudit"
"1","nick.dawe",2019-02-06 08:58:14,"OPEXAudit"
"1","nick.dawe",2019-02-06 08:58:14,"OPEXAudit"
"1",1549414822.48309
"1","nick.dawe",2019-02-06 09:05:35,"OPEXAudit"
"1","nick.dawe",2019-02-06 09:05:35,"OPEXAudit"
"1",1549415158.19384
"1",1549415251.87174
"1",1549415261.7937
"1",1549415275.45007
"1","nick.dawe",2019-02-08 13:25:09,"OPEXAudit"
"1",1549603557.5416
"1","nick.dawe",2019-03-01 18:37:29,"OPEXAudit"
"1","nick.dawe",2019-03-29 16:09:26,"OPEXAudit"
"1","nick.dawe",2019-04-03 15:56:31,"OPEXAudit"
"1","nick.dawe",2019-04-03 15:56:43,"OPEXAudit"
"1","nick.dawe",2019-04-03 15:57:27,"OPEXAudit"
"1",1554278407.17582
"1","nick.dawe",2019-04-11 10:03:24,"OPEXAudit"
"1","Nick.Dawe",2019-06-17 09:46:33,"OPEXAudit"
"1","Nick.Dawe",2019-06-17 09:47:24,"OPEXAudit"
"1","Nick.Dawe",2019-06-17 09:51:05,"OPEXAudit"
"1","Nick.Dawe",2019-06-17 09:51:10,"OPEXAudit"
"1",1560736284.78693
"1","xxdawe",2019-06-17 09:58:46,"OPEXAudit"
"1",1560736767.37909
"1","xxdawe",2019-06-17 09:59:48,"OPEXAudit"
"1","xxdawe",2019-06-17 10:00:30,"OPEXAudit"
"1","xxdawe",2019-06-17 10:02:02,"OPEXAudit"
"1","xxdawe",2019-06-17 10:02:20,"OPEXAudit"
"1",1560736954.8654
"1","xxdawe",2019-06-17 10:02:43,"OPEXAudit"
"1","xxdawe",2019-06-17 10:04:08,"OPEXAudit"
"1","xxdawe",2019-06-17 10:05:26,"OPEXAudit"
"1","xxdawe",2019-06-17 11:34:49,"OPEXAudit"
"1","xxdawe",2019-06-17 13:37:27,"OPEXAudit"
"1","xxdawe",2019-06-17 13:39:14,"OPEXAudit"
"1","xxdawe",2019-06-17 13:53:07,"OPEXAudit"
"1",1560751034.1739
"1","xxdawe",2019-06-17 17:02:40,"OPEXAudit"
"1","xxdawe",2019-06-18 15:30:07,"OPEXAudit"
"1","xxdawe",2019-06-19 08:29:56,"OPEXAudit"
"1","xxdawe",2019-07-03 08:35:18,"OPEXAudit"
"1","xxdawe",2019-07-03 08:44:03,"OPEXAudit"
"1","xxdawe",2019-07-03 09:25:32,"OPEXAudit"
"1","xxdawe",2019-07-03 10:07:52,"OPEXAudit"
"1",1562119746.92458
"1",1562120132.12101
"1","xxdawe",2019-07-03 10:16:32,"OPEXAudit"
"1","xxdawe",2019-07-03 10:16:44,"OPEXAudit"
"1",1562120212.36387
"1","xxdawe",2019-08-08 14:09:23,"OPEXAudit"
"1","xxdawe",2019-08-15 12:08:05,"OPEXAudit"
"1","xxdawe",2019-09-16 15:39:13,"OPEXAudit"
"1","xxdawe",2019-09-16 15:53:01,"OPEXAudit"
"1","srv.powerbi",2019-09-17 13:08:39,"OPEXAudit"
"1","srv.powerbi",2019-09-17 13:08:54,"OPEXAudit"
"1","srv.powerbi",2019-09-17 13:33:58,"OPEXAudit"
"1","srv.powerbi",2019-09-17 13:47:31,"OPEXAudit"
"1","srv.powerbi",2019-09-17 13:47:40,"OPEXAudit"
"1","srv.powerbi",2019-09-17 13:47:45,"OPEXAudit"
"1","srv.powerbi",2019-09-17 13:48:16,"OPEXAudit"
"1","srv.powerbi",2019-09-17 13:50:56,"OPEXAudit"
"1","xxdawe",2019-09-17 14:03:05,"OPEXAudit"
"1","srv.powerbi",2019-09-17 14:15:00,"OPEXAudit"
"1","srv.powerbi",2019-09-17 14:15:17,"OPEXAudit"
"1","srv.powerbi",2019-09-17 14:15:37,"OPEXAudit"
"1","srv.powerbi",2019-09-17 14:17:23,"OPEXAudit"
"1","srv.powerbi",2019-09-17 14:17:28,"OPEXAudit"
"1","srv.powerbi",2019-09-17 14:17:40,"OPEXAudit"
"1","srv.powerbi",2019-09-17 14:28:25,"OPEXAudit"
"1","srv.powerbi",2019-09-17 14:45:16,"OPEXAudit"
"1",1568705118.25237
"1","srv.powerbi",2019-09-17 15:31:29,"OPEXAudit"
"1",1568705635.05441
"1",1568706720.71659
"1","srv.powerbi",2019-09-17 16:02:46,"OPEXAudit"
"1","srv.powerbi",2019-09-17 16:02:57,"OPEXAudit"
"1",1568707418.45582
"1","srv.powerbi",2019-10-03 09:18:40,"OPEXAudit"
"1","srv.powerbi",2019-10-03 09:18:49,"OPEXAudit"
"1","srv.powerbi",2019-10-03 12:26:14,"OPEXAudit"
"1","srv.powerbi",2019-10-15 10:16:36,"OPEXAudit"
"1","srv.powerbi",2019-10-15 10:18:58,"OPEXAudit"
"1",1571105947.45569
"1","srv.powerbi",2019-10-24 09:43:09,"OPEXAudit"
"1","srv.powerbi",2019-11-18 14:00:27,"OPEXAudit"
"1","srv.powerbi",2019-11-25 13:23:26,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 16:27:52,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 16:28:05,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 16:37:34,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 16:37:40,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 16:38:45,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 16:42:11,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 16:43:29,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 16:43:40,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 16:51:04,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 17:00:20,"OPEXAudit"
"1","Nick.Dawe",2020-02-04 17:00:24,"OPEXAudit"
"1","srv.powerbi",2020-02-05 11:52:56,"OPEXAudit"
"1","srv.powerbi",2020-02-05 14:36:44,"OPEXAudit"
"1","srv.powerbi",2020-02-07 13:32:54,"OPEXAudit"
"1","srv.powerbi",2020-02-07 13:35:50,"OPEXAudit"
"1","srv.powerbi",2020-02-07 13:38:10,"OPEXAudit"
"1","srv.powerbi",2020-02-07 13:55:17,"OPEXAudit"
"1",1581054946.35022
"1","srv.powerbi",2020-02-07 13:56:19,"OPEXAudit"
"1","srv.powerbi",2020-02-07 13:56:43,"OPEXAudit"
"1",1581055015.12483
"1","srv.powerbi",2020-02-07 13:57:16,"OPEXAudit"
"1","srv.powerbi",2020-02-07 13:57:26,"OPEXAudit"
"1","srv.powerbi",2020-02-07 13:59:51,"OPEXAudit"
"1",1581055208.6476
"1",1581055453.5666
"1","srv.powerbi",2020-02-07 14:28:23,"OPEXAudit"
"1","srv.powerbi",2020-02-18 17:34:02,"OPEXAudit"
"1","srv.powerbi",2020-02-19 13:38:14,"OPEXAudit"
"1","srv.powerbi",2020-02-20 23:44:32,"OPEXAudit"
